가수,노래 제목,벅스 링크,음악번호,가사,앨범사진,템포,배경,accumulated,love_ratio,excited_ratio,missing_ratio,앨범명,벅스 앨범 링크,장르,가사 감정,youtube search link,first video link
682,여자친구,귀를 기울이면 (LOVE WHISPER),https://music.bugs.co.kr/track/30737162,30737162.0,"내 맘을 말로 표현할 수 없어 
스치듯 기분 좋은 바람들과
너와 나 함께 들었던 노래 가사처럼 
유난히 오늘은 기분이 좋아
눈이 부시게 맑은 하늘 아래 
땀방울 한 방울 떨어지는 그런 날에
손 잡고 걸어가 흐드러지던 
그 꽃 길 위에서 난 너와 함께
어디서든 들려와 귀를 기울이면 
나를 향한 믿음에 귀를 기울이면
반짝반짝 빛나던 너의 눈동자처럼 
소중한 이야기 들려줄게
귀를 기울여봐 우리들의 잊지 못할 목소리 
이야기 꿈처럼 설렜던 너를 향해 내 맘 가득히
여전히 오늘도 화창했었지 
자꾸만 하루 종일 네 생각만
친절한 너에게 전하고 싶어 
내 맘을 구름에 실어 말하고 말 거야
설렜던 순간 예고 없이 문득 
빗방울 한 방울 떨어지는 그런 날에
손 잡고 뛰어가 흐드러지던 
그 꽃 길 위에서 난 너와 함께
어디서든 들려와 귀를 기울이면 
나를 향한 믿음에 귀를 기울이면
반짝반짝 빛나던 너의 눈동자처럼 
소중한 이야기 들려줄게
귀를 기울여봐 우리들의 잊지 못할 목소리 
이야기 꿈처럼 설렜던 너를 향해 내 맘 가득히
오늘만큼은 전할거야 더더더 내 맘 모아서 가득히
너를 느낄 수 있어 두 눈을 감으면 
나를 향한 믿음에 귀를 기울이면
반짝반짝 빛나던 너의 눈동자처럼 
소중한 이야기 들려줄게
귀를 기울여봐 우리들의 잊지 못할 목소리
꿈처럼 설렜던 너를 향해 내 맘 가득히",https://image.bugsm.co.kr/album/images/200/201112/20111263.jpg?version=20220520033456.0,보통,공원,"{'love': 15.280547501519322, 'excited': 3.1660138107836246, 'longing/missing': 1.5868585146963596, 'other': 13.966024737805128}",0.4494352098133229,0.0931195744903733,0.0466730717224435,여자친구 The 5th Mini Album <PARALLEL>,https://music.bugs.co.kr/album/20111263?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=%EA%B7%80%EB%A5%BC+%EA%B8%B0%EC%9A%B8%EC%9D%B4%EB%A9%B4+%28LOVE+WHISPER%29+%EC%97%AC%EC%9E%90%EC%B9%9C%EA%B5%AC,https://www.youtube.com/watch?v=lnXXfYA91Y8&pp=ygUv6reA66W8IOq4sOyauOydtOuptCAoTE9WRSBXSElTUEVSKSDsl6zsnpDsuZzqtaw%3D
683,TEEN - 세븐틴,A,https://music.bugs.co.kr/track/31188200,31188200.0,"아주 어릴 때
고민했지 난
내 맘 알아줄
누가 있을까
사랑이란 건
있긴 한 걸까
내 첫 키스는 대체
누가 가져가 버릴 텐가
I don't know what to do
어디서 시작해
청춘이라 어쩌고
그딴 말 안 필요해
You don't give a fail about
여느 고딩 같은 내게
Til I take a test
평가 받는게 지겨워
Wanna be with my friends 지금
내 옆을 보면
내 옆에 서 있는
네 모습에
난 용기를 얻어
너의 마음을 나에게 말해줘
나에게 말해줘
나에게 말해
Eighteen 돌아오지 않을
이 순간을 너의 너에게
All in all in
Eighteen 지금 이 시간이
This might be my everything
Everything everything
Oh yeh
Oh GIGI Now
Oh
This might be my everything
Everything everything
하나뿐인 지금의
우리는 뜨거운 여름
저 태양 한가운데
비가 내려도 우리 모두
Brr brr 랄랄라 노래 부르네
구름처럼 순수했던 맘이 널 원해
서툰 말투가 표현해
어떤 말이라도 내뱉어
날 두근두근 뛰게 해
낯선 이 느낌 왠지
처음이자 마지막이 될것 같아
너로 인해
내 옆을 보면
내 옆에 서 있는
네 모습에
난 용기를 얻어
너의 마음을 나에게 말해줘
나에게 말해줘
나에게 말해
Eighteen 돌아오지 않을
이 순간을 너의 너에게
All in all in
Eighteen 지금 이 시간이
This might be my everything
Everything everything
Oh yeh
Oh GIGI Now
Oh
This might be my everything
Everything everything
Eighteen 후회하지 않을
이 순간을 나의 나에게
Eighteen 지금 이 시간이
This might be my everything
Everything everything
Oh yeh
Oh GIGI Now
Oh
This might be my everything
Everything everything",https://image.bugsm.co.kr/album/images/200/201863/20186399.jpg?version=20210619010518.0,빠름,공원,"{'love': 6.783905705437064, 'excited': 4.7343223337084055, 'longing/missing': 1.4361208826303482, 'other': 59.64506290759891}",0.0934429843781764,0.0652115797416534,0.0197814396348769,A-TEEN (웹드라마) OST - Part.3,https://music.bugs.co.kr/album/20186399?wl_ref=S_tr_01_04,"댄스/팝,OST",excited,https://www.youtube.com/results?search_query=A+TEEN+-+%EC%84%B8%EB%B8%90%ED%8B%B4,https://www.youtube.com/watch?v=FApUD0WBLHo&pp=ygUSQSBURUVOIC0g7IS467iQ7Yu0
684,권진아,Fly away,https://music.bugs.co.kr/track/30643798?wl_ref=list_tr_08_mab,30643798.0,"하루 종일 엉망이었었어
일어나서부터 기분이 뭐 같았어
아침을 먹는데 확인한 핸드폰엔
밤사이 와있는 네 문잘 보고선 기분을 잡쳤어

또다시 날 찔러보는 네가 뻔히 보여서
거지 같지 그다지 썩 반갑지 않으니까
네가 힘들어하는지 어떤지
이젠 아무렇지도 않아 오 난
하나도 안 미안해서 미안해

I'm gonna fly away gonna fly away
마음은 한결 가볍지 
날아갈 듯 가볍지
I'll never cry again yeah I'll never cry again
이제 훌훌 털어버리고

흔들렸어 솔직히 좋았어 너의 연락이
외롭고 힘들 때 항상 넌 내 옆에 없었어
누구보다 소중했던 너 땜에 깨달은 게 하나 있어
나도 역시 내가 제일 중요해 

I'm gonna fly away gonna fly away
마음은 한결 가볍지 
날아갈 듯 가볍지
I'll never cry again yeah I'll never cry again
이제 훌훌 털어버리고

매일 밤 너를 그리던 내가
이젠 더 이상 나는 널 찾지 않아
왜 억울해? 미안해? 웃기지 말아 
절대 나는 돌아가지 않아 
너도 아팠겠지만 과연
나만큼이었을까
언젠가 너를 생각하면 한번 피식
웃고 말겠지

Gonna fly away gonna fly away
마음은 한결 가볍지 
날아갈 듯 가볍지
I'll never cry again yeah I'll never cry again
이제 훌훌 털어버리고

Gonna fly away gonna fly away
마음은 한결 가볍지
날아갈 듯 가볍지
Never cry again yeah
훌훌 털어버리고 

여름은 모두 끝났지
다시 오지 않겠지
I'll never cry again yeah I'll never cry again
이제 웃을 일만 남았네",https://image.bugsm.co.kr/album/images/200/200958/20095816.jpg?version=20210421044143.0,보통,공원,"{'love': 5.302787723019719, 'excited': 3.712422514334321, 'longing/missing': 8.874697735533118, 'other': 29.17042214097455}",0.1126806316528105,0.0788864528861607,0.1885812894652657,Fly away,https://music.bugs.co.kr/album/20095816?wl_ref=S_tr_01_04,알앤비/소울,missing,https://www.youtube.com/results?search_query=Fly+away+%EA%B6%8C%EC%A7%84%EC%95%84,https://www.youtube.com/watch?v=OARgsIKS8VU&pp=ygUSRmx5IGF3YXkg6raM7KeE7JWE
685,프로미스나인,DM,https://music.bugs.co.kr/track/6143558,6143558.0,"Hey you 지금 뭐 해
잠깐 밖으로 나올래
네가 보고 싶다고
거울 속의 난 So perfect
새로 산 신발도 Check it okay
잠든 도시를 깨워 Late night late night
더 더 더 두근거려
거리마다 빛나는 Spotlight spotlight
네게 가까워질 때
Ah woo woo woo
내 입가에 미소가 번져
네 눈 속에 My eyes
떨려와 Yeah
달콤하게 속삭일래
간직했던 내 맘을
Yeah it's you
Doesn't matter
특별한 Me and you
가까이 갈래 I want to
눈을 못 피하게
말도 못 돌리게
너만 좋다면
Doesn't matter
망설이지 말고 네 마음을 더 보여줘
네 손을 잡을래
너를 꼭 안을래
좋아해 널 내 맘은 I want you
기다리다 놓쳐 날
너도 알잖아 난 Special (Woo)
원하는 건 딱 하나
모두 알잖아
다 티가 나는 걸
장난이 아니야 난
욕심이 생겼어 난
이대로 널 보낼 순 없어
Ah woo woo woo
네 미소에 내 맘이 떨려
내 두 볼에 Red light
번져와 Yeah
솔직하게 말해볼래
숨겨왔던 내 맘은
Yeah it's you
Doesn't matter
특별한 Me and you
가까이 갈래 I want to
눈을 못 피하게
말도 못 돌리게
너만 좋다면
Doesn't matter
망설이지 말고 네 마음을 더 보여줘
네 손을 잡을래
너를 꼭 안을래
(좋아해 널 내 맘은 I want you)
So just listen 떨리는 내 손을 잡아줘
넌 So special 매일 밤 기다린 지금 이 순간
You're the one that I needed
나와 같다고 말해줘
이 밤이 끝나기 전에
Doesn't matter
시작해 Me and you
느낌이 좋아 I got you
어떡해 너와 나
이렇게 가까이
네 맘이 보여
Doesn't matter
주저하지 말고 네 두 팔로 날 안아줘
어쩌면 너와 나
마주한 이 순간
좋아해 난 너만을 I want you",https://image.bugsm.co.kr/album/images/200/40702/4070232.jpg?version=20220603005915.0,빠름,공원,"{'love': 18.12177398474887, 'excited': 3.656434580683708, 'longing/missing': 6.176653550937772, 'other': 38.119052446912974}",0.2742651786945733,0.0553385493329852,0.0934809688779977,Midnight Guest,https://music.bugs.co.kr/album/4070232?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=DM+%ED%94%84%EB%A1%9C%EB%AF%B8%EC%8A%A4%EB%82%98%EC%9D%B8,https://www.youtube.com/watch?v=4gXmClk8rKI&pp=ygUVRE0g7ZSE66Gc66-47Iqk64KY7J24
686,엔시티드림,주인공 (Irreplaceable),https://music.bugs.co.kr/track/6109181?wl_ref=list_tr_08_ab,6109181.0,"Irreplaceable irreplaceable
아주 오랜 얘기처럼
당연한 것들이 있어
누구든 똑같이 답할 수 있는
그런 질문
말해서 뭐해 줄리엣은? 로미오
당연히 미녀 하면? 야수고
날 보면 먼저 사람들은 떠올려
너의 이름
I wanna tell you love to you
아무도 바꿀 수 없게
그렇게 정해진 거야 Love you 24/7
나의 주인공
항상 우린 Irreplaceable
난 널 사랑이라 불러
아주 작은 순간조차 벅찬 의민 걸
내 모든 이야기는
봐도 봐도 너인 거야
내 주인공
꼭 뗄 수 없는 한 문장처럼
Irreplaceable
너와는 어디라도 헤맨대도 명장면
오히려 예고 없이
펼쳐질 많은 일들이 두근거려
Yeah 까맣게 물든 밤
조용히 잠든 도시
Starring 너와 나
시작돼버린 Movie
깜빡거리는 가로등마저
Spotlight처럼 느껴지게 해
주변이 반짝거려
너와의 모든 순간
영화 속의 장면처럼
머릿속에 지나가고
와있어 이제 Climax
대사처럼 수천 번은 연습했던 말
넌 내 삶의 주인공
널 담고 싶어 영원히
I wanna tell you love to you
누구도 채울 수 없는
네 자린 대체 불가야
너만이 나의 유일한 주인공
항상 우린 Irreplaceable
난 널 사랑이라 불러
아주 작은 순간조차 벅찬 의민 걸
내 모든 이야기는
봐도 봐도 너인 거야
내 주인공
꼭 뗄 수 없는 한 문장처럼
Irreplaceable
너로 인해 너의 너로부터
널 위해 이루어진 모든 감정
짧은 순간 넌 내 시가 되고
나를 눈물 나게 해
Irreplaceable babe
이리 아름다워 넌 Baby
이야긴 너로서 완성돼
You're the irreplaceable
Take 1 자연스럽게 잡은 두 손
Take 2 입가에 미소 In close up
Take 3 살랑이는 Breeze so sweet
Take 4 yeah we 'bout to hug & Kiss
Bravo
어떤 각도 어떤 장면에서도 너무
완벽해서 we can win another Oscar
I'll tell you love to you
Irreplaceable
항상 우린 Irreplaceable
난 널 사랑이라 불러
아주 작은 순간조차 벅찬 의민 걸
내 모든 이야기는
봐도 봐도 너인 거야
내 주인공
꼭 뗄 수 없는 한 문장처럼
Irreplaceable
Irreplaceable babe
Irreplaceable babe
Irreplaceable babe
Irreplaceable babe",https://image.bugsm.co.kr/album/images/200/40438/4043860.jpg?version=20230601000904.0,보통,공원,"{'love': 17.7541603888385, 'excited': 4.0310703329741955, 'longing/missing': 10.098943393677473, 'other': 45.490618507843465}",0.2294566458519262,0.0520979791519151,0.1305198120897059,맛 (Hot Sauce) - The 1st Album,https://music.bugs.co.kr/album/4043860?wl_ref=S_tr_01_04,랩/힙합,love,https://www.youtube.com/results?search_query=%EC%A3%BC%EC%9D%B8%EA%B3%B5+%28Irreplaceable%29+%EC%97%94%EC%8B%9C%ED%8B%B0%EB%93%9C%EB%A6%BC,https://www.youtube.com/watch?v=5hrEOaXWP1s&pp=ygUp7KO87J246rO1IChJcnJlcGxhY2VhYmxlKSDsl5Tsi5zti7Drk5zrprw%3D
687,소녀시대,Holiday,https://music.bugs.co.kr/track/30740926?wl_ref=list_tr_08_ar,30740926.0,"Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 

I’m feeling good 이날을 기다려왔어 
처음 만난 그 순간처럼 다시 만난 너와 나
I’m feeling cool 이제야 완벽해졌어 
네 곁에 있는 이 순간 모든 게 달라졌어 Yeah

Baby Baby 널 모두 보여줘 좀 더 다가올래  
걸음을 옮겨 어디든 좋아 Let’s go party
타오르는 저 불빛 아래서 이젠 즐겨볼래
머리 속은 비우고 모든 걸 내게 던져

Hey 오늘이 우리 Holiday 
멋진 날이 온 거야 한참 기다린 순간
Hey 특별해 우리 Holiday 
너와 나만을 위한 하루가 될 수 있게
지쳤던 맘은 던져버려 여기 너와 나 함께 즐기면 돼

Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 


Volume을 높여봐 Feel the beat 
지금 이 Rhythm을 느껴봐 Feeling good 
You know I’m hot hot hot hot 
좀 더 뜨거워지는 너와 나의 Daylight
Hey 모든 걸 던지고 나와 Party 
이 행복이 영원할거라 믿어 Honey

Baby Baby 난 멈추지 않아 계속 달려갈래
Rhythm을 따라 기분을 내봐 Shake your body
뜨거워진 이 무대 위에서 같이 놀아볼래
복잡한 건 지우고 모든 걸 내게 맡겨

Hey 오늘이 우리 Holiday 
멋진 날이 온 거야 한참 기다린 순간
Hey 특별해 우리 Holiday 
너와 나만을 위한 하루가 될 수 있게
지쳤던 맘은 던져버려 여기 너와 나 함께 즐기면 돼
Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 

(Hot Hot Hot) 눈부신 너와 나의 지난 얘기
(Hot Hot Hot) 더 뜨거워진 우리 사이
(Hot Hot Hot) 꼭 잡은 두 손 느껴지니
(Hot Hot Hot) Oh yeah hii hah
 
Hey 우리들만의 Holiday 
지친 하룰 벗어나 짜릿함에 날 맡겨 
Hey 너무 완벽한 Holiday 
오늘이 가기 전에 좀 더 즐기는 거야 
이대로 맘이 가는 대로 
특별한 날을 만들어 너와 나 

Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday It’s a Holiday Yeah",https://image.bugsm.co.kr/album/images/200/201118/20111829.jpg?version=20230601001411.0,보통,공원,"{'love': 6.278562020510435, 'excited': 15.898232229053974, 'longing/missing': 0, 'other': 32.17517484398559}",0.1155167351840343,0.2925051749586131,0.0,Holiday Night - The 6th Album,https://music.bugs.co.kr/album/20111829?wl_ref=S_tr_01_04,댄스/팝,excited,https://www.youtube.com/results?search_query=Holiday+%EC%86%8C%EB%85%80%EC%8B%9C%EB%8C%80,https://www.youtube.com/watch?v=YwN-CN9EjTg&pp=ygUUSG9saWRheSDshozrhYDsi5zrjIA%3D
688,이달의소녀,Why Not?,https://music.bugs.co.kr/track/5999453?wl_ref=list_tr_08_ar,5999453.0,"I'm a bad girl 다 말하지
대답을 빼앗고 내 입을 닫지
그 아래 깨물린 붉게 물든 Lips
굳이 숨기지 않는 반항기
I'm not a bad girl 좀 다르지
딴 애들처럼 아주 반듯이
칼같이 잘린 똑단발머린
난 어울리지 않을 뿐이지
다시 깜깜해진 밤
네모반듯한 내 방
다시 그 속에 난 갇힌 듯해
그때 창을 두드린
날 비추는 달빛이
날 휘감는 이 느낌
Wo wo wo wo wo
Let's pump it up
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Yeah
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
다 똑같지?
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
재미없잖아
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Wo hoo
Ooh la la 아 왜 아 왜 아 왜
Ooh la la 왜왜 안 돼 안 돼
모두 나와 같이 리듬 위를 Groove it
기분 따라 느낌 따라 Why Not? Do it
주문을 외워보자 Yolo lo
멋진 이 밤이 만들 Tomorrow
Take it to the right Take it to the left
Dance all night 맘 가는 대로
상상해봐 다 이뤄져
길이 나타나 저절로
눈치는 보지 마 그게 중요해
Don't kill my vibe that's a No no
I'm a bad girl 또 말하지
뭐 그럴지도 난 대답하지
그 순간 쏟아진 시선에 얽힌
쉽게 오해를 사는 내 눈빛
I'm not a bad girl 더 완벽히
넘어선 안 될 선은 지키지
그 모든 것들과 어긋난대도
난 내 중심을 지킬뿐이지
달빛 축제 열린 밤
황홀해진 이 순간
가슴 벅차도록 눈부신데
지금 시곈 열두시
눈을 감아보는데
날 휘감는 이 느낌
Wo wo wo wo wo
Let's pump it up
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Yeah
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
어딜 보니?
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
나만 따라와
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Wo hoo
Ooh la la 아 왜 아 왜 아 왜
Ooh la la 왜 왜 안 돼 안 돼
모두 나와 같이 리듬 위를 Groove it
기분 따라 느낌 따라 Why Not? Do it
Midnight dancing dancing dancing dancing
Dancing Ya (어느 멋진 밤)
어느 멋진 멋진 멋진 멋진 멋진 밤
Let's pump it up
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Yeah
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
꿈만 같지? (Yeah yeah why not?)
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
다 뒤바꿔봐
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Let's burn it up
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
너도 알지?
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
꿈이 아니야
Di Da Dam Di Dam Di Dam
Dam Dam Dam Di Dam
Why Not? Do it
Ooh la la 아 왜 아 왜 아 왜
Ooh la la 왜 왜 안 돼 안 돼",https://image.bugsm.co.kr/album/images/200/9980/998062.jpg?version=20220113004821.0,보통,공원,"{'love': 9.344836230389774, 'excited': 4.2200053837150335, 'longing/missing': 5.94991435483098, 'other': 79.5393075980246}",0.094340765980516,0.0426030516240488,0.0600673424246633,[12:00],https://music.bugs.co.kr/album/998062?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=Why+Not%3F+%EC%9D%B4%EB%8B%AC%EC%9D%98%EC%86%8C%EB%85%80,https://www.youtube.com/watch?v=b6li05zh3Kg&pp=ygUYV2h5IE5vdD8g7J2064us7J2Y7IaM64WA
689,쏠,RIDE (Feat. THAMA),https://music.bugs.co.kr/track/5028870?wl_ref=list_tr_08_ar,5028870.0,"어제부터 오늘까지 난 피곤해
아직도 잠이 덜 깼어
음악을 틀고 난 휴대폰을 켜지
날씨를 확인하고 창문을 열어
나 지금 아주 easy해 yeah
친구들은 뭘 하고 있는지 연락을 해볼까
Oh 나가봐도 maybe 난 혼자인데
전화가 울리네
어디야 girl let's ride a bike come on
날씨 좋은데 한강으로 모여
빼는 애들은 도대체 뭐야
Come and ride come and ride
Come and ride yeah
어디야 girl let's ride a bike come on
날씨 좋은데 한강으로 모여
빼는 애들은 도대체 뭐야
Come and ride come and ride
Come and ride yeah
Let's ride come and ride come and ride
Let's ride come and ride come and ride
지금도 이 시간까지 나 고민해
요즘엔 뭐가 좋을지
매일 복잡하고 좀 지루하긴 해도 oh
행복이 뭐 별거 있어 라고 해도
아직은 뭔가 부족해 yeah
친구들은 뭘 하고 있는지 연락을 해볼까
Oh 오늘도 난 maybe 또 혼자인데
전화가 울리네
어디야 girl let's ride a bike come on
날씨 좋은데 한강으로 모여
빼는 애들은 도대체 뭐야
Come and ride come and ride
Come and ride yeah
어디야 girl let's ride a bike come on
날씨 좋은데 한강으로 모여
빼는 애들은 도대체 뭐야
Come and ride come and ride
Come and ride yeah
Oh 난 생각해봐도 너와 다른 가봐
I just wanna lay all day
Oh 난 아무래도 lookin' for some better day
(No no no)
Because I'm lonely I don't want some fun
더 이상은 해가 뜨는 날도
바람이 불어 시원해졌대도
Still I belong here
But your wanna vibe with me now
(Baby won't you come)
하고 싶은 대로 다 하게 해줄게
원한다면 어디든 데려다 줄게 oh
I'm on my way to you now
Oh let's ride come and ride come and ride
(All I want is just to vibe with you now)
Let's ride come and ride come and ride
Let's ride come and ride come and ride
Let's ride come and ride come and ride",https://image.bugsm.co.kr/album/images/200/6813/681336.jpg?version=20200409171004.0,보통,공원,"{'love': 7.381417769007385, 'excited': 6.0977963004261255, 'longing/missing': 3.770668374374509, 'other': 38.18133092718199}",0.133163561107801,0.110006545583168,0.0680242799149674,RIDE,https://music.bugs.co.kr/album/681336?wl_ref=S_tr_01_04,알앤비/소울,excited,https://www.youtube.com/results?search_query=RIDE+%28Feat.+THAMA%29+%EC%8F%A0,https://www.youtube.com/watch?v=PsIMSIh_snM&pp=ygUWUklERSAoRmVhdC4gVEhBTUEpIOyPoA%3D%3D
690,시도,가보자 (스물다섯 스물하나 OST),https://music.bugs.co.kr/track/6151997,6151997.0,"모두가 잠든 이 거리
보랏빛 하늘 그 속에
떠다니는 구름 같아 난
가끔은 비를 내리고
바람을 타고 다니지
이렇게 자유롭잖아 난
어디든 갈 수 있는 지금
끝이 없는 하늘 저 멀리
어제를 스치던 조각들은
오늘의 먼지가 되어 흩어져 가
시원한 바람
난 여행을 떠나는 거야
비밀스런 은하수 빛을 따라
반짝이는 꿈들로 가득 찬 저 세상이
날 부르고 있잖아
조금 더 가보자
이곳은 어디쯤일까
조금 느린 건 아닐까
잠시만 쉬어가도 될까
사실 난 알고 있는걸
숨을 고르는 이유는
좀 더 멀리 가려는 거야
눈부신 빛으로 가득한
그 곳에 나 닿을 수 있게
어제를 스치던 조각들은
오늘의 먼지가 되어 흩어져 가
시원한 바람
난 여행을 떠나는 거야
비밀스런 은하수 빛을 따라
반짝이는 꿈들로 가득 찬 저 세상이
날 부르고 있잖아
조금 더 가보자
조금 더 가보자
기다려왔던 세상
점점 더 선명해져
어제를 스치던 조각들은
오늘의 먼지가 되어 흩어져 가
시원한 바람
난 여행을 떠나는 거야
비밀스런 은하수 빛을 따라
반짝이는 꿈들로 가득 찬 저 세상이
날 부르고 있잖아
더 멀리 가보자",https://image.bugsm.co.kr/album/images/200/40727/4072720.jpg?version=20220321063132.0,보통,공원,"{'love': 7.951185974292457, 'excited': 3.279004327952862, 'longing/missing': 0.06749715842306614, 'other': 30.781324778683484}",0.1889584748107891,0.0779249358160163,0.0016040575771867,스물다섯 스물하나 OST Part 8,https://music.bugs.co.kr/album/4072720?wl_ref=S_tr_01_04,"댄스/팝,OST",love,https://www.youtube.com/results?search_query=%EA%B0%80%EB%B3%B4%EC%9E%90+%28%EC%8A%A4%EB%AC%BC%EB%8B%A4%EC%84%AF+%EC%8A%A4%EB%AC%BC%ED%95%98%EB%82%98+OST%29+%EC%8B%9C%EB%8F%84,https://www.youtube.com/watch?v=aY382UdxfnQ&pp=ygUw6rCA67O07J6QICjsiqTrrLzri6TshK8g7Iqk66y87ZWY64KYIE9TVCkg7Iuc64-E
691,f,All Mine,https://music.bugs.co.kr/track/30329475?wl_ref=list_tr_08_ar,30329475.0,"Oh-oh-oh-oh Oh-oh-oh-oh 
Oh-oh-oh-oh-oh All Mine 
Oh-oh-oh-oh Oh-oh-oh-oh 
Oh-oh-oh-oh-oh All Mine

맘이 맘대로 안돼 
내 심장 소린 점점 빨라져
말이 맘대로 안돼 
내 맘을 따라 잡을 수 없어

Baby Baby 네 눈을 볼 때면 
맘이 맘이 이 시공의 벽을 넘어
널 내 품에 안고 Dive

All Mine 무지개도
All Mine 저 바다도
All Mine 햇살까지
Oh-oh-oh-oh-oh All Mine

All Mine 온 세상이

네 입술이 마법 부려 
피어난 Fantasy (꿈의 그림)
작은 두 손에 꼭 쥐어봐 
너 몰래 (My Heart)

향기로운 말로 나의 귓가에 속삭여줬어
이 순간 보여지는 모든 환상이 내 거라고

Baby Baby 내 손을 꼭 잡아 
우린 우린 이 시공의 벽을 넘어
난 네 손을 잡고 Fly

All Mine 흰 구름도
All Mine 이 바람도
All Mine 향기까지
Oh-oh-oh-oh-oh All Mine

Oh-oh-oh-oh Oh-oh-oh-oh 
Oh-oh-oh-oh-oh All Mine
Oh-oh-oh-oh Oh-oh-oh-oh 
Oh-oh-oh-oh-oh All Mine

상상했던 사랑인 거죠 
하늘 위 바다 끝 어딜 보아도
알록 달록 아름다워 
도무지 난 눈을 뗄 수가 없죠
꿈에서도 펼치게 밤새 
설레설레 잠도 못 들게

눈을 감아도 영원해주길

All Mine 네 목소리
All Mine 네 눈빛도
All Mine 네 품까지

Oh-oh-oh-oh-oh All Mine

네 사랑이 마법 부려 
펼쳐진 Fantasy (꿈의 그림)
작은 두 손에 꼭 쥐어봐 
너 몰래 (My Heart)

Oh-oh-oh-oh Oh-oh-oh-oh 
Oh-oh-oh-oh-oh All Mine",https://image.bugsm.co.kr/album/images/200/200467/20046728.jpg?version=20230601001234.0,보통,공원,"{'love': 5.870418208651245, 'excited': 5.004067352972925, 'longing/missing': 2.2042460795491934, 'other': 48.799853353295475}",0.0948699490975106,0.0808691303044538,0.0356221151428434,All Mine - SM STATION,https://music.bugs.co.kr/album/20046728?wl_ref=S_tr_01_04,일렉트로닉,excited,https://www.youtube.com/results?search_query=All+Mine+f,https://www.youtube.com/watch?v=Z0S3knWIdrY&pp=ygUKQWxsIE1pbmUgZg%3D%3D
